make,model,year,cylinders,displ,fuelType,VClass,mpg
92,3374,1999,6.0,0.02678887190827367,12,20,16
25,4455,1985,6.0,-0.3468319731468051,12,22,18
129,2435,1999,6.0,-0.5710044801798522,12,20,18
129,2435,1999,6.0,-0.5710044801798522,12,20,18
129,4847,1999,4.0,-1.2435220012789938,12,20,23
129,4847,1999,4.0,-1.2435220012789938,12,20,24
129,4847,1999,4.0,-0.9446253252349309,12,20,21
129,4847,1999,4.0,-0.9446253252349309,12,20,21
129,4852,1999,4.0,-0.9446253252349309,12,20,21
129,4852,1999,4.0,-0.9446253252349309,12,20,21
134,302,1999,4.0,-0.42155614215782056,12,20,19
134,302,1999,4.0,-0.42155614215782056,12,20,18
87,1265,1985,6.0,0.4004097169633524,12,28,18
92,4673,1985,4.0,-0.645728649190868,12,22,17
134,302,1999,6.0,0.10151304091928949,12,20,17
134,3679,1999,4.0,-0.9446253252349309,12,20,23
134,3679,1999,4.0,-0.9446253252349309,12,20,23
134,3692,1999,4.0,-0.9446253252349309,12,20,23
134,3692,1999,4.0,-0.9446253252349309,12,20,23
2,4044,1999,6.0,0.1762372099303053,12,21,15
24,1902,1999,8.0,1.820168928172652,12,21,13
25,1017,1999,6.0,0.7740305620184312,12,21,16
25,1017,1999,6.0,0.7740305620184312,12,21,14
25,4506,1999,8.0,1.820168928172652,12,21,13
42,2071,1985,6.0,1.222375576084526,12,22,12
25,4506,1999,8.0,2.417962280260778,1,21,15
25,4613,1999,4.0,-1.2435220012789938,12,21,23
25,4613,1999,4.0,-0.9446253252349309,12,21,21
25,4613,1999,4.0,-0.9446253252349309,12,21,21
25,4614,1999,4.0,-0.9446253252349309,12,21,21
25,4614,1999,4.0,-0.9446253252349309,12,21,21
32,1670,1999,6.0,0.47513388597436823,12,21,14
32,1670,1999,8.0,1.4465480831175732,12,21,13
32,1670,1999,8.0,1.9696172661946836,12,21,12
42,1947,1999,8.0,0.9982030690514783,12,21,13
42,2071,1985,6.0,1.222375576084526,12,22,15
42,1947,1999,8.0,1.595996421139605,12,21,12
42,1957,1999,6.0,0.5498580549853841,12,21,15
42,1957,1999,6.0,0.5498580549853841,12,21,15
42,1957,1999,6.0,0.5498580549853841,12,21,16
42,1957,1999,8.0,1.2970997450955415,12,21,14
43,2635,1999,6.0,0.7740305620184312,12,21,16
43,2635,1999,6.0,0.7740305620184312,12,21,14
43,5110,1999,8.0,1.820168928172652,12,21,13
43,5110,1999,8.0,2.417962280260778,1,21,15
50,3371,1999,6.0,-0.04793529710274182,12,21,16
42,2071,1985,6.0,1.222375576084526,12,22,13
50,3371,1999,6.0,-0.04793529710274182,12,21,17
56,3526,1999,6.0,0.02678887190827367,12,21,15
58,866,1999,4.0,-0.7951769872128993,12,21,19
58,866,1999,6.0,-0.04793529710274182,12,21,17
58,866,1999,6.0,-0.04793529710274182,12,21,17
58,3872,1999,6.0,-0.04793529710274182,12,21,16
58,3872,1999,6.0,-0.04793529710274182,12,21,17
58,4667,1999,6.0,0.1762372099303053,12,21,15
58,4667,1999,6.0,0.1762372099303053,12,21,15
62,1373,1999,4.0,-0.5710044801798522,12,21,17
42,2071,1985,8.0,1.2970997450955415,12,22,13
62,1373,1999,6.0,0.5498580549853841,12,21,16
62,1373,1999,6.0,0.5498580549853841,12,21,17
62,2409,1999,6.0,0.5498580549853841,12,21,16
62,2409,1999,8.0,1.0729272380624946,12,21,15
62,4908,1999,4.0,-0.5710044801798522,12,21,15
62,4908,1999,4.0,-0.5710044801798522,12,21,17
62,4908,1999,6.0,0.5498580549853841,12,21,15
62,4908,1999,6.0,0.5498580549853841,12,21,16
66,4378,1999,4.0,-0.9446253252349309,12,21,19
66,4378,1999,4.0,-0.9446253252349309,12,21,19
42,2071,1985,8.0,1.8948930971836675,12,22,10
71,1658,1999,8.0,0.5498580549853841,8,21,14
71,1660,1999,8.0,0.5498580549853841,8,21,13
71,3777,1999,8.0,0.5498580549853841,8,21,13
71,3777,1999,8.0,0.9982030690514783,8,21,13
72,2741,1999,8.0,1.0729272380624946,12,21,13
73,3226,1999,8.0,1.595996421139605,12,21,12
73,3226,1999,8.0,1.595996421139605,8,21,13
86,2952,1999,6.0,-0.04793529710274182,8,21,17
86,2957,1999,8.0,0.7740305620184312,8,21,15
87,3155,1999,6.0,0.5498580549853841,12,21,15
42,2091,1985,6.0,1.222375576084526,12,22,12
87,3155,1999,8.0,1.2970997450955415,12,21,14
89,3146,1999,6.0,-0.19738363512477344,12,21,16
89,3146,1999,6.0,-0.19738363512477344,12,21,15
89,3146,1999,6.0,0.1762372099303053,12,21,16
89,3149,1999,6.0,-0.19738363512477344,12,21,17
89,3149,1999,6.0,-0.19738363512477344,12,21,17
89,3149,1999,6.0,0.1762372099303053,12,21,16
89,3217,1999,6.0,-0.19738363512477344,12,21,17
89,3217,1999,6.0,-0.19738363512477344,12,21,17
92,3375,1999,6.0,0.02678887190827367,12,21,15
42,2091,1985,6.0,1.222375576084526,12,22,13
92,3375,1999,6.0,0.02678887190827367,12,21,15
93,1036,1999,6.0,0.7740305620184312,12,21,16
129,2436,1999,6.0,-0.5710044801798522,12,21,17
129,2436,1999,6.0,-0.5710044801798522,12,21,18
129,4848,1999,4.0,-1.2435220012789938,12,21,22
129,4848,1999,4.0,-1.2435220012789938,12,21,23
129,4848,1999,4.0,-0.9446253252349309,12,21,21
129,4848,1999,4.0,-0.9446253252349309,12,21,21
129,4853,1999,4.0,-0.9446253252349309,12,21,21
129,4853,1999,4.0,-0.9446253252349309,12,21,21
42,2091,1985,8.0,1.2970997450955415,12,22,13
134,303,1999,4.0,-0.42155614215782056,12,21,17
134,303,1999,4.0,-0.42155614215782056,12,21,17
134,303,1999,6.0,0.10151304091928949,12,21,16
134,303,1999,6.0,0.10151304091928949,12,21,16
134,2765,1999,8.0,1.0729272380624946,12,21,13
134,3680,1999,4.0,-0.9446253252349309,12,21,21
134,3680,1999,4.0,-0.9446253252349309,12,21,21
134,3693,1999,4.0,-0.9446253252349309,12,21,22
134,3693,1999,4.0,-0.9446253252349309,12,21,21
2,3194,2000,6.0,-0.19738363512477344,8,29,18
43,2666,1985,6.0,0.7740305620184312,12,22,15
2,3194,2000,6.0,-0.04793529710274182,8,29,18
11,2835,2000,6.0,-0.04793529710274182,8,29,19
11,5139,2000,6.0,-0.3468319731468051,8,29,19
11,5139,2000,6.0,-0.3468319731468051,8,29,19
11,5140,2000,6.0,-0.5710044801798522,8,29,19
11,5140,2000,6.0,-0.5710044801798522,8,29,20
11,5140,2000,6.0,-0.3468319731468051,8,29,19
11,5140,2000,6.0,-0.3468319731468051,8,29,19
11,5153,2000,8.0,1.222375576084526,8,29,15
25,1541,2000,8.0,1.820168928172652,8,29,18
87,1265,1985,8.0,1.2970997450955415,12,28,17
43,2666,1985,6.0,0.7740305620184312,12,22,13
25,1541,2000,8.0,1.820168928172652,8,29,19
32,4837,2000,10.0,3.5388248154260147,8,29,14
32,4838,2000,10.0,3.5388248154260147,8,29,14
39,241,2000,8.0,0.25096137894132114,8,29,11
39,241,2000,8.0,0.25096137894132114,8,29,11
39,373,2000,12.0,1.6707205901506204,8,29,9
50,2576,2000,3.0,-1.6918670153450885,12,29,53
50,3917,2000,4.0,-0.9446253252349309,8,29,20
77,1933,2000,8.0,0.1762372099303053,8,29,16
83,2978,2000,4.0,-1.0940736632569625,12,29,22
43,2666,1985,8.0,1.820168928172652,12,22,12
83,2978,2000,4.0,-1.0940736632569625,12,29,24
83,2978,2000,4.0,-1.0940736632569625,12,29,23
86,4021,2000,8.0,1.2970997450955415,8,29,17
86,4024,2000,12.0,2.044341435205699,8,29,14
86,4029,2000,4.0,-0.7204528182018839,8,29,22
86,4029,2000,4.0,-0.7204528182018839,8,29,22
102,3442,2000,6.0,0.1762372099303053,8,29,18
105,1029,2000,6.0,-0.42155614215782056,8,29,18
105,1029,2000,6.0,-0.42155614215782056,8,29,20
105,1031,2000,6.0,-0.04793529710274182,8,29,17
43,4460,1985,6.0,-0.3468319731468051,12,22,17
105,1031,2000,6.0,-0.04793529710274182,8,29,18
134,2970,2000,4.0,-1.0940736632569625,12,29,24
5,1607,2000,12.0,1.9696172661946836,8,5,12
5,1607,2000,12.0,1.9696172661946836,8,5,12
5,1608,2000,12.0,1.9696172661946836,8,5,12
5,1608,2000,12.0,1.9696172661946836,8,5,12
6,4479,2000,4.0,-1.0940736632569625,8,5,23
6,4480,2000,4.0,-1.0940736632569625,8,5,21
11,166,2000,6.0,-0.5710044801798522,8,5,18
11,166,2000,6.0,-0.5710044801798522,8,5,19
43,4460,1985,6.0,-0.3468319731468051,12,22,17
11,2836,2000,6.0,-0.04793529710274182,8,5,19
61,5071,2000,8.0,0.5498580549853841,8,5,18
61,5073,2000,8.0,0.5498580549853841,8,5,17
86,1147,2000,6.0,-0.04793529710274182,8,5,20
86,1152,2000,8.0,0.7740305620184312,8,5,18
105,559,2000,6.0,0.10151304091928949,8,5,18
105,559,2000,6.0,0.10151304091928949,8,5,17
105,559,2000,6.0,0.10151304091928949,8,5,18
105,559,2000,6.0,0.10151304091928949,8,5,17
107,1653,2000,8.0,0.9982030690514783,12,5,21
43,4460,1985,6.0,-0.3468319731468051,12,22,18
2,2578,2000,4.0,-1.0940736632569625,12,28,23
2,2578,2000,4.0,-1.0940736632569625,12,28,24
2,2578,2000,4.0,-1.0940736632569625,8,28,24
14,950,2000,8.0,2.5674106182828096,8,28,12
14,1469,2000,8.0,2.5674106182828096,8,28,12
14,1472,2000,8.0,2.5674106182828096,8,28,12
11,164,2000,6.0,-0.5710044801798522,8,28,19
11,164,2000,6.0,-0.5710044801798522,8,28,21
11,182,2000,6.0,-0.3468319731468051,8,28,19
11,182,2000,6.0,-0.3468319731468051,8,28,21
62,2610,1985,6.0,0.6993063930074157,12,22,15
25,1233,2000,6.0,0.4004097169633524,12,28,20
25,1233,2000,6.0,0.4004097169633524,12,28,21
25,1233,2000,8.0,1.820168928172652,8,28,18
25,1233,2000,8.0,1.820168928172652,8,28,19
25,1307,2000,4.0,-0.7951769872128993,12,28,22
25,1307,2000,4.0,-0.7951769872128993,12,28,23
25,1307,2000,4.0,-0.7951769872128993,12,28,24
25,1307,2000,4.0,-0.645728649190868,12,28,23
25,1307,2000,4.0,-0.645728649190868,12,28,24
25,3034,2000,3.0,-1.6918670153450885,12,28,36
134,4673,1985,4.0,-0.645728649190868,12,22,18
25,3034,2000,4.0,-1.4676945083120412,12,28,28
25,3034,2000,4.0,-1.4676945083120412,12,28,34
39,290,2000,12.0,1.6707205901506204,8,28,11
39,290,2000,12.0,1.6707205901506204,8,28,11
42,1929,2000,4.0,-0.9446253252349309,12,28,25
42,1929,2000,4.0,-0.9446253252349309,12,28,25
42,3172,2000,6.0,0.4004097169633524,12,28,20
42,3172,2000,6.0,0.4004097169633524,12,28,21
42,3172,2000,8.0,0.9982030690514783,12,28,18
42,3172,2000,8.0,0.9982030690514783,12,28,18
25,896,1985,4.0,-0.5710044801798522,12,30,20
42,3172,2000,8.0,0.9982030690514783,8,28,18
42,3172,2000,8.0,1.595996421139605,8,28,14
50,1392,2000,4.0,-1.2435220012789938,12,28,27
50,1392,2000,4.0,-1.2435220012789938,12,28,27
50,1392,2000,4.0,-1.2435220012789938,12,28,30
50,1392,2000,4.0,-1.2435220012789938,12,28,28
50,1392,2000,4.0,-1.2435220012789938,8,28,25
50,1404,2000,4.0,-1.2435220012789938,12,28,31
50,1404,2000,4.0,-1.2435220012789938,12,28,33
50,3419,2000,4.0,-0.7951769872128993,8,28,21
25,896,1985,6.0,0.7740305620184312,12,30,17
50,3419,2000,4.0,-0.7951769872128993,8,28,22
52,4574,2000,4.0,-0.9446253252349309,12,28,22
52,4574,2000,4.0,-0.9446253252349309,12,28,24
61,5070,2000,8.0,0.5498580549853841,8,28,18
61,5072,2000,8.0,0.5498580549853841,8,28,17
72,4004,2000,6.0,-0.19738363512477344,8,28,19
72,4004,2000,8.0,0.5498580549853841,8,28,19
86,1146,2000,6.0,-0.04793529710274182,8,28,21
86,1151,2000,8.0,0.7740305620184312,8,28,19
89,1824,2000,4.0,-0.645728649190868,12,28,21
25,896,1985,6.0,0.7740305620184312,12,30,16
89,1824,2000,4.0,-0.645728649190868,12,28,21
89,1824,2000,4.0,-0.645728649190868,12,28,23
89,1824,2000,6.0,-0.19738363512477344,8,28,20
89,1824,2000,6.0,-0.19738363512477344,8,28,21
89,3050,2000,4.0,-1.3182461702900097,12,28,28
89,3050,2000,4.0,-1.3182461702900097,12,28,31
89,3050,2000,4.0,-1.0940736632569625,12,28,25
89,3050,2000,4.0,-1.0940736632569625,12,28,27
104,2136,2000,6.0,0.4004097169633524,12,28,20
104,2136,2000,6.0,0.4004097169633524,12,28,21
87,1265,1985,8.0,1.2970997450955415,12,28,17
25,896,1985,6.0,0.7740305620184312,12,30,17
104,2136,2000,8.0,1.820168928172652,8,28,18
104,2136,2000,8.0,1.820168928172652,8,28,19
104,4446,2000,4.0,-0.7951769872128993,12,28,22
104,4446,2000,4.0,-0.7951769872128993,12,28,23
104,4446,2000,4.0,-0.7951769872128993,12,28,24
104,4446,2000,4.0,-0.645728649190868,12,28,23
104,4446,2000,4.0,-0.645728649190868,12,28,24
113,1510,2000,8.0,2.5674106182828096,8,28,12
119,531,2000,4.0,-0.9446253252349309,8,28,20
119,531,2000,4.0,-0.9446253252349309,12,28,20
25,2219,1985,6.0,0.7740305620184312,12,30,15
119,531,2000,4.0,-0.9446253252349309,12,28,22
119,531,2000,4.0,-0.9446253252349309,8,28,22
119,536,2000,4.0,-0.7204528182018839,8,28,21
122,4004,2000,4.0,-1.019349494245947,12,28,27
122,4004,2000,4.0,-1.019349494245947,12,28,26
122,4004,2000,4.0,-1.019349494245947,12,28,29
122,4004,2000,4.0,-1.019349494245947,12,28,27
127,2566,2000,4.0,-0.5710044801798522,12,28,22
127,2566,2000,4.0,-0.5710044801798522,12,28,21
129,1935,2000,4.0,-1.2435220012789938,12,28,26
25,2219,1985,6.0,0.7740305620184312,12,30,15
129,1935,2000,4.0,-1.2435220012789938,12,28,29
129,1935,2000,4.0,-1.0940736632569625,12,28,26
129,1935,2000,4.0,-1.0940736632569625,12,28,27
129,4449,2000,4.0,-1.4676945083120412,12,28,28
129,4449,2000,4.0,-1.4676945083120412,12,28,34
134,1250,2000,4.0,-0.7951769872128993,12,28,23
134,1250,2000,6.0,-0.19738363512477344,12,28,19
134,1344,2000,4.0,-1.0940736632569625,12,28,26
134,1344,2000,4.0,-1.0940736632569625,8,28,23
134,1344,2000,4.0,-1.0940736632569625,12,28,27
25,2219,1985,6.0,0.7740305620184312,12,30,15
134,1344,2000,4.0,-1.0940736632569625,8,28,23
140,1224,2000,4.0,-0.9446253252349309,12,28,22
140,1224,2000,4.0,-0.9446253252349309,12,28,24
140,3238,2000,4.0,-1.0940736632569625,8,28,22
140,3238,2000,4.0,-1.0940736632569625,8,28,24
140,3238,2000,4.0,-1.019349494245947,1,28,33
140,3238,2000,4.0,-1.019349494245947,1,28,38
140,3238,2000,4.0,-0.9446253252349309,12,28,22
140,3238,2000,4.0,-0.9446253252349309,12,28,24
141,1117,2000,5.0,-0.7204528182018839,8,28,19
25,2219,1985,8.0,1.2970997450955415,12,30,14
141,1117,2000,5.0,-0.7204528182018839,8,28,20
141,1117,2000,5.0,-0.645728649190868,8,28,19
6,635,2000,4.0,-1.0940736632569625,8,0,21
6,635,2000,4.0,-1.0940736632569625,8,0,24
6,635,2000,6.0,-0.3468319731468051,8,0,19
6,635,2000,6.0,-0.3468319731468051,8,0,21
6,644,2000,4.0,-1.0940736632569625,8,0,20
6,644,2000,4.0,-1.0940736632569625,8,0,22
6,644,2000,6.0,-0.3468319731468051,8,0,18
6,644,2000,6.0,-0.3468319731468051,8,0,19
32,952,1985,6.0,0.32568554795233695,12,30,13
6,3925,2000,6.0,-0.42155614215782056,8,0,18
6,3925,2000,6.0,-0.42155614215782056,8,0,18
14,1468,2000,8.0,2.5674106182828096,8,0,12
11,165,2000,6.0,-0.5710044801798522,8,0,20
11,165,2000,6.0,-0.5710044801798522,8,0,19
11,165,2000,6.0,-0.5710044801798522,8,0,21
11,189,2000,6.0,-0.3468319731468051,8,0,20
11,189,2000,6.0,-0.3468319731468051,8,0,19
11,189,2000,6.0,-0.3468319731468051,8,0,21
11,338,2000,6.0,-0.3468319731468051,8,0,19
32,952,1985,6.0,0.32568554795233695,12,30,14
11,338,2000,6.0,-0.3468319731468051,8,0,19
11,338,2000,6.0,-0.3468319731468051,8,0,21
11,365,2000,8.0,0.8487547310294473,8,0,18
11,365,2000,8.0,0.8487547310294473,8,0,16
11,365,2000,8.0,0.8487547310294473,8,0,16
11,2893,2000,8.0,1.222375576084526,8,0,15
25,3433,2000,4.0,-1.0940736632569625,12,0,26
25,3433,2000,4.0,-1.0940736632569625,12,0,28
25,3433,2000,4.0,-1.0940736632569625,12,0,30
26,4157,2000,6.0,-0.5710044801798522,12,0,20
32,952,1985,8.0,1.4465480831175732,12,30,13
26,4160,2000,6.0,-0.5710044801798522,12,0,20
26,4160,2000,6.0,-0.5710044801798522,12,0,19
30,2767,2000,4.0,-1.3182461702900097,12,0,25
30,2767,2000,4.0,-1.3182461702900097,12,0,26
30,2767,2000,4.0,-1.2435220012789938,12,0,24
30,2767,2000,4.0,-1.2435220012789938,12,0,26
30,3280,2000,4.0,-0.9446253252349309,12,0,22
30,3280,2000,4.0,-0.9446253252349309,12,0,23
32,922,2000,6.0,-0.5710044801798522,12,0,20
32,3231,2000,4.0,-0.9446253252349309,12,0,24
32,982,1985,8.0,1.4465480831175732,12,30,13
32,3231,2000,4.0,-0.9446253252349309,12,0,27
42,1473,2000,4.0,-0.9446253252349309,12,0,23
42,1473,2000,4.0,-0.9446253252349309,12,0,25
42,1473,2000,6.0,-0.5710044801798522,12,0,21
42,1473,2000,6.0,-0.5710044801798522,12,0,21
42,1926,2000,4.0,-0.9446253252349309,12,0,26
42,1926,2000,4.0,-0.9446253252349309,12,0,27
42,2156,2000,4.0,-0.9446253252349309,12,0,26
42,2156,2000,4.0,-0.9446253252349309,12,0,24
42,2156,2000,4.0,-0.9446253252349309,12,0,27
42,1684,1985,6.0,1.222375576084526,12,30,14
42,2156,2000,4.0,-0.9446253252349309,12,0,25
52,784,2000,4.0,-1.3182461702900097,12,0,26
52,784,2000,4.0,-1.3182461702900097,12,0,28
52,1843,2000,4.0,-0.9446253252349309,12,0,22
52,1843,2000,4.0,-0.9446253252349309,12,0,24
56,2223,2000,4.0,-0.9446253252349309,12,0,23
56,2223,2000,4.0,-0.9446253252349309,12,0,24
61,5052,2000,8.0,0.5498580549853841,8,0,18
61,5059,2000,8.0,0.5498580549853841,8,0,16
66,4183,2000,4.0,-1.0940736632569625,12,0,23
81,1011,1985,6.0,-0.5710044801798522,8,28,14
42,1684,1985,6.0,1.222375576084526,12,30,16
66,4183,2000,4.0,-1.0940736632569625,12,0,22
72,1783,2000,6.0,-0.19738363512477344,12,0,20
87,1548,2000,4.0,-0.9446253252349309,12,0,25
87,1548,2000,6.0,-0.5710044801798522,12,0,21
87,1548,2000,6.0,-0.5710044801798522,12,0,21
87,3193,2000,4.0,-0.9446253252349309,12,0,23
87,3193,2000,4.0,-0.9446253252349309,12,0,25
87,3193,2000,6.0,-0.5710044801798522,12,0,21
87,3193,2000,6.0,-0.5710044801798522,12,0,21
83,3048,2000,6.0,-0.7204528182018839,8,0,20
42,1684,1985,6.0,1.222375576084526,12,30,16
83,3048,2000,6.0,-0.5710044801798522,8,0,20
83,3439,2000,4.0,-1.2435220012789938,12,0,26
83,3439,2000,4.0,-1.2435220012789938,12,0,27
83,3439,2000,4.0,-1.0940736632569625,12,0,23
83,3439,2000,4.0,-1.0940736632569625,12,0,25
86,1067,2000,4.0,-0.7204528182018839,8,0,22
86,1080,2000,6.0,-0.3468319731468051,8,0,21
86,1110,2000,8.0,0.7740305620184312,8,0,18
86,1132,2000,8.0,1.2970997450955415,8,0,17
92,853,2000,4.0,-0.645728649190868,12,0,21
42,1684,1985,6.0,1.222375576084526,12,30,17
92,853,2000,4.0,-0.645728649190868,12,0,24
92,4172,2000,4.0,-1.0940736632569625,12,0,26
92,4172,2000,4.0,-1.0940736632569625,12,0,26
92,4172,2000,4.0,-0.9446253252349309,12,0,23
92,4172,2000,4.0,-0.9446253252349309,12,0,24
93,836,2000,4.0,-0.645728649190868,12,0,23
93,836,2000,4.0,-0.645728649190868,12,0,23
93,836,2000,6.0,0.10151304091928949,12,0,21
102,3231,2000,4.0,-0.9446253252349309,12,0,24
102,3231,2000,4.0,-0.9446253252349309,12,0,27
42,1684,1985,8.0,1.2970997450955415,12,30,12
104,2406,2000,4.0,-0.645728649190868,12,0,23
104,2406,2000,4.0,-0.645728649190868,12,0,23
104,2406,2000,6.0,0.10151304091928949,12,0,21
122,4017,2000,4.0,-1.019349494245947,12,0,27
122,4017,2000,4.0,-1.019349494245947,12,0,26
122,4017,2000,4.0,-1.019349494245947,12,0,29
122,4017,2000,4.0,-1.019349494245947,12,0,27
127,2785,2000,4.0,-0.5710044801798522,12,0,21
127,2785,2000,4.0,-0.5710044801798522,12,0,21
134,1249,2000,4.0,-0.7951769872128993,12,0,23
42,1684,1985,8.0,1.8948930971836675,12,30,10
134,1249,2000,4.0,-0.7951769872128993,12,0,24
134,1249,2000,6.0,-0.19738363512477344,12,0,20
134,1249,2000,6.0,-0.19738363512477344,12,0,21
134,1517,2000,4.0,-1.0940736632569625,12,0,26
134,1517,2000,4.0,-1.0940736632569625,12,0,28
134,1517,2000,4.0,-1.0940736632569625,12,0,30
134,1823,2000,4.0,-1.3182461702900097,12,0,30
134,1823,2000,4.0,-1.3182461702900097,12,0,32
140,2390,2000,4.0,-1.0940736632569625,8,0,22
140,2390,2000,4.0,-1.0940736632569625,8,0,24
42,1688,1985,6.0,1.222375576084526,12,30,13
140,2390,2000,4.0,-1.019349494245947,1,0,33
140,2390,2000,4.0,-1.019349494245947,1,0,38
140,2390,2000,4.0,-0.9446253252349309,12,0,22
140,2390,2000,4.0,-0.9446253252349309,12,0,24
140,2328,2000,4.0,-1.0940736632569625,8,0,22
140,2328,2000,4.0,-1.0940736632569625,8,0,24
140,2328,2000,4.0,-0.9446253252349309,12,0,22
140,2328,2000,4.0,-0.9446253252349309,12,0,24
140,2328,2000,6.0,-0.3468319731468051,12,0,21
140,2622,2000,4.0,-1.0940736632569625,8,0,22
42,1688,1985,8.0,1.8948930971836675,12,30,10
140,2622,2000,4.0,-1.0940736632569625,8,0,24
140,2622,2000,4.0,-1.019349494245947,1,0,33
140,2622,2000,4.0,-1.019349494245947,1,0,38
140,2622,2000,4.0,-0.9446253252349309,12,0,22
140,2622,2000,4.0,-0.9446253252349309,12,0,24
140,2622,2000,6.0,-0.3468319731468051,12,0,19
140,2622,2000,6.0,-0.3468319731468051,12,0,20
141,1118,2000,5.0,-0.7204528182018839,8,0,20
141,1118,2000,5.0,-0.7204528182018839,8,0,21
141,1118,2000,5.0,-0.645728649190868,8,0,20
43,2222,1985,6.0,0.7740305620184312,12,30,15
141,3929,2000,4.0,-1.019349494245947,8,0,21
2,116,2000,6.0,-0.04793529710274182,8,2,20
2,117,2000,6.0,0.1762372099303053,8,2,18
6,652,2000,6.0,-0.3468319731468051,8,2,18
6,658,2000,6.0,-0.42155614215782056,8,2,18
6,658,2000,6.0,-0.42155614215782056,8,2,18
6,658,2000,6.0,-0.3468319731468051,8,2,18
6,658,2000,6.0,-0.3468319731468051,8,2,18
6,658,2000,8.0,0.6993063930074157,8,2,18
6,666,2000,8.0,0.6993063930074157,8,2,18
43,2222,1985,6.0,0.7740305620184312,12,30,15
14,875,2000,8.0,0.8487547310294473,8,2,12
14,875,2000,8.0,2.5674106182828096,8,2,12
11,476,2000,8.0,0.8487547310294473,8,2,18
11,476,2000,8.0,0.8487547310294473,8,2,16
20,1347,2000,6.0,-0.12265946611375764,12,2,21
20,3836,2000,6.0,0.4004097169633524,12,2,21
20,3836,2000,6.0,0.4004097169633524,8,2,19
24,1306,2000,6.0,-0.19738363512477344,8,2,18
24,1855,2000,8.0,0.9982030690514783,8,2,19
24,4189,2000,8.0,0.9982030690514783,8,2,19
43,2222,1985,6.0,0.7740305620184312,12,30,15
25,2832,2000,6.0,-0.12265946611375764,12,2,21
25,2832,2000,6.0,0.10151304091928949,12,2,21
25,2832,2000,6.0,0.4004097169633524,12,2,21
25,2993,2000,4.0,-0.645728649190868,12,2,23
25,2993,2000,6.0,-0.12265946611375764,12,2,21
26,1389,2000,4.0,-0.645728649190868,12,2,20
26,1389,2000,6.0,-0.5710044801798522,12,2,20
26,1389,2000,6.0,-0.5710044801798522,12,2,19
30,2796,2000,4.0,-0.7951769872128993,12,2,21
30,2796,2000,4.0,-0.7951769872128993,12,2,21
83,2272,1985,4.0,-1.3182461702900097,12,28,26
43,2222,1985,8.0,1.2970997450955415,12,30,14
32,4422,2000,4.0,-0.9446253252349309,12,2,22
32,4422,2000,4.0,-0.645728649190868,12,2,20
32,4422,2000,6.0,-0.5710044801798522,12,2,20
32,4422,2000,6.0,-0.5710044801798522,12,2,19
50,786,2000,4.0,-0.7204528182018839,12,2,23
50,786,2000,4.0,-0.7204528182018839,12,2,22
50,786,2000,4.0,-0.7204528182018839,12,2,24
50,786,2000,4.0,-0.7204528182018839,12,2,23
50,786,2000,6.0,-0.19738363512477344,12,2,21
52,4316,2000,4.0,-0.645728649190868,12,2,21
43,4083,1985,4.0,-0.5710044801798522,12,30,20
52,4316,2000,4.0,-0.645728649190868,12,2,22
52,4316,2000,6.0,-0.5710044801798522,12,2,20
52,4316,2000,6.0,-0.5710044801798522,12,2,21
56,2520,2000,6.0,-0.19738363512477344,12,2,20
56,3465,2000,8.0,0.6245822239963995,8,2,18
61,4792,2000,8.0,0.5498580549853841,8,2,18
61,4794,2000,8.0,0.5498580549853841,8,2,16
61,3901,2000,6.0,-0.19738363512477344,8,2,19
61,3902,2000,8.0,0.5498580549853841,8,2,17
61,5054,2000,8.0,0.5498580549853841,8,2,18
43,4083,1985,6.0,0.7740305620184312,12,30,17
72,2308,2000,6.0,-0.19738363512477344,8,2,19
72,2308,2000,8.0,0.5498580549853841,8,2,18
72,2721,2000,8.0,0.5498580549853841,8,2,19
73,2720,2000,6.0,-0.19738363512477344,8,2,18
73,2720,2000,6.0,-0.19738363512477344,8,2,18
73,2720,2000,6.0,-0.19738363512477344,8,2,18
73,2720,2000,8.0,0.47513388597436823,8,2,17
73,2720,2000,8.0,0.47513388597436823,8,2,17
87,4073,2000,6.0,-0.19738363512477344,12,2,20
87,4073,2000,6.0,-0.19738363512477344,12,2,20
43,4083,1985,6.0,0.7740305620184312,12,30,16
83,413,2000,4.0,-0.9446253252349309,12,2,22
83,413,2000,4.0,-0.9446253252349309,12,2,25
83,413,2000,6.0,-0.5710044801798522,8,2,20
83,413,2000,6.0,-0.5710044801798522,8,2,21
86,1695,2000,6.0,-0.04793529710274182,8,2,21
86,1697,2000,6.0,-0.04793529710274182,8,2,21
86,1730,2000,8.0,0.7740305620184312,8,2,18
86,1731,2000,8.0,0.7740305620184312,8,2,18
86,1744,2000,8.0,1.6707205901506204,8,2,17
89,1654,2000,6.0,0.1762372099303053,8,2,18
43,4083,1985,6.0,0.7740305620184312,12,30,17
89,2353,2000,4.0,-0.645728649190868,12,2,21
89,2353,2000,6.0,-0.19738363512477344,8,2,20
92,3018,2000,6.0,-0.19738363512477344,12,2,20
92,3018,2000,6.0,-0.19738363512477344,12,2,21
93,2581,2000,6.0,0.1762372099303053,12,2,20
102,1037,2000,4.0,-0.9446253252349309,12,2,22
102,1037,2000,4.0,-0.9446253252349309,12,2,27
102,1037,2000,4.0,-0.645728649190868,12,2,20
